baseItem,category,tier,cost,nMats,mat1,mat1count,mat2,mat2count,mat3,mat3count,mat4,mat4count,mat5,mat5count,mat6,mat6count
Victory Bracers,15,0,1520,1,Supple Fur,1,,,,,,,,,,
Victory Bracers,15,1,1520,1,Strong Animal Leather,1,,,,,,,,,,
Victory Bracers,15,2,1520,2,Strong Animal Leather,1,Stagnant Water,1,,,,,,,,
Victory Bracers,15,3,1520,2,Burial Shroud,1,Large Fang,1,,,,,,,,
Ace Bracers,15,0,1760,1,Large Simian Thick Pelt,1,,,,,,,,,,
Ace Bracers,15,1,1760,1,Strong Lizardscale Pelt,1,,,,,,,,,,
Ace Bracers,15,2,1760,2,Strong Lizardscale Pelt,1,Cedar Wood,1,,,,,,,,
Ace Bracers,15,3,1760,2,Iron Thread,1,Moonlight Mushroom,1,,,,,,,,
Huntsman Gloves,15,0,2000,1,Strong Animal Leather,2,,,,,,,,,,
Huntsman Gloves,15,1,2000,1,Strong Animal Leather,1,,,,,,,,,,
Huntsman Gloves,15,2,2000,2,Hematite,1,Large Beast-Steak,1,,,,,,,,
Huntsman Gloves,15,3,2000,3,Iron Thread,1,Monster Gallstone,1,Large Beast-Steak,1,,,,,,
Soldier Arms,15,0,2240,1,Hematite,2,,,,,,,,,,
Soldier Arms,15,1,2240,2,Hematite,1,Clear Spring Water,1,,,,,,,,
Soldier Arms,15,2,2240,2,Large Fang,1,Glowworm,1,,,,,,,,
Soldier Arms,15,3,2240,2,Strong Lizardscale Pelt,1,Superior Saurian Tail,1,,,,,,,,
Iron Bracers,15,0,2640,1,Marble,1,,,,,,,,,,
Iron Bracers,15,1,2640,2,Marble,1,Blue Alluvial Gold,1,,,,,,,,
Iron Bracers,15,2,2640,2,Iron Ingot,1,Orc Tusk,1,,,,,,,,
Iron Bracers,15,3,2640,2,Iron Ingot,1,Sharp Claw,1,,,,,,,,
Silver Manicae,15,0,3040,1,Silver Ore,2,,,,,,,,,,
Silver Manicae,15,1,3040,2,Silver Ore,1,Ape Fur,1,,,,,,,,
Silver Manicae,15,2,3040,2,Beast Fur,1,Iron Thread,1,,,,,,,,
Silver Manicae,15,3,3040,3,Demon Thread,1,Scroll of Holy,1,Mysterious Gold Lump,1,,,,,,
Pirate Arms,15,0,3360,1,Dragon Hide,1,,,,,,,,,,
Pirate Arms,15,1,3360,2,Beast Fur,1,Troll's Poisonous Moss,1,,,,,,,,
Pirate Arms,15,2,3360,2,Lindwurm Fin,1,Rusted Plate,1,,,,,,,,
Pirate Arms,15,3,3360,3,Demon Thread,1,Broken Dagger,1,Necrophagous Bristle,1,,,,,,
Agent Sleeves,15,0,4000,2,Strong Animal Leather,2,Griffin Beak,1,,,,,,,,
Agent Sleeves,15,1,4000,3,Pyrite,1,Giant Fur,1,Energy Liquid,1,,,,,,
Agent Sleeves,15,2,4000,2,Beast's Mane,1,Dragonleather,1,,,,,,,,
Agent Sleeves,15,3,4000,3,Ogre Fur,1,Protective Cloth,1,Deenan Hyssop,1,,,,,,
Assault Spine,15,0,4320,2,Dragon Hide,1,Giant's Horn,1,,,,,,,,
Assault Spine,15,1,4320,3,Smooth Leather,1,Sphinx Azure Pinion,1,Beast Fur,1,,,,,,
Assault Spine,15,2,4320,2,Ambrosial Beast-Steak,1,Black Wood,1,,,,,,,,
Assault Spine,15,3,4320,2,Lindwurm Fin,1,Dragonleather,1,,,,,,,,
Leader Gloves,15,0,4640,2,Dragon Hide,2,Giant Tough Pelt,1,,,,,,,,
Leader Gloves,15,1,4640,2,Troll's Blue Poisonous Moss,1,Pearl Mushroom,1,,,,,,,,
Leader Gloves,15,2,4640,2,Cockatrice Liquor,1,Sinister Black Cloth,1,,,,,,,,
Leader Gloves,15,3,4640,2,Corpse-Eater's Horn,1,Drómi,1,,,,,,,,
Faith Gloves,15,0,8200,2,Gold-Stained Animal Fur,1,Phyton Liquid,1,,,,,,,,
Faith Gloves,15,1,8200,2,Gold-Stained Animal Fur,1,Ball Moss,1,,,,,,,,
Faith Gloves,15,2,8200,1,Slimy Hide,1,,,,,,,,,,
Faith Gloves,15,3,8200,1,Slimy Hide,1,,,,,,,,,,
Executor Arms,15,0,-1,0,,,,,,,,,,,,
Executor Arms,15,1,-1,0,,,,,,,,,,,,
Executor Arms,15,2,-1,0,,,,,,,,,,,,
Executor Arms,15,3,-1,0,,,,,,,,,,,,
Black Bart's Arms,15,0,8800,4,Rugged Leather,5,Giant Tough Pelt,3,Scale Dust,2,Large-Grained Sand,1,,,,
Black Bart's Arms,15,1,8800,4,Mutated Bone Lump,5,Giant Eyeball,3,Scale Dust,3,Large-Grained Sand,1,,,,
Black Bart's Arms,15,2,8800,5,Behemoth Fang,5,White Lion Pelt,3,Scale Dust,4,Large-Grained Sand,2,Ancient Scale Dust,1,,
Black Bart's Arms,15,3,-1,0,,,,,,,,,,,,
Captain's Sleeves,15,0,-1,0,,,,,,,,,,,,
Captain's Sleeves,15,1,-1,0,,,,,,,,,,,,
Captain's Sleeves,15,2,-1,0,,,,,,,,,,,,
Captain's Sleeves,15,3,-1,0,,,,,,,,,,,,
Ancient Gloves,15,0,-1,0,,,,,,,,,,,,
Ancient Gloves,15,1,-1,0,,,,,,,,,,,,
Ancient Gloves,15,2,-1,0,,,,,,,,,,,,
Ancient Gloves,15,3,-1,0,,,,,,,,,,,,
Old Age Gloves,15,0,10720,2,Moist Black Leather,2,Magick Gold Ingot,1,,,,,,,,
Old Age Gloves,15,1,10720,2,Moist Black Leather,2,Magick Gold Ingot,1,,,,,,,,
Old Age Gloves,15,2,-1,0,,,,,,,,,,,,
Old Age Gloves,15,3,-1,0,,,,,,,,,,,,
Buccaneer's Arms,15,0,5200,3,Sinister Black Cloth,1,Pure White Mane,1,Sinister Carrion,1,,,,,,
Buccaneer's Arms,15,1,5200,2,Cockatrice Liquor,1,Blessed Drop,1,,,,,,,,
Buccaneer's Arms,15,2,5200,3,Behemoth Fang,1,Blow-Resistant Cloth,1,Orc's War Tusk,1,,,,,,
Buccaneer's Arms,15,3,5200,3,Bluish Gray Dragonscale,1,Drómi,1,Pigeon Blood,1,,,,,,
Endless Biting,15,0,-1,0,,,,,,,,,,,,
Endless Biting,15,1,-1,0,,,,,,,,,,,,
Endless Biting,15,2,-1,0,,,,,,,,,,,,
Endless Biting,15,3,-1,0,,,,,,,,,,,,
Amilec Gloves,15,0,11360,3,Ancient Knight's Emblem,4,Scale Dust,2,Lumina Lestalite,1,,,,,,
Amilec Gloves,15,1,11360,4,Spectral Dragonscale,3,Scale Dust,3,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Amilec Gloves,15,2,11360,5,Spectral Dragon Claw,3,Scale Dust,4,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Amilec Gloves,15,3,-1,0,,,,,,,,,,,,
Rubedo Gloves,15,0,11360,3,Demonic Fowl Feather,5,Scale Dust,2,Lumina Lestalite,1,,,,,,
Rubedo Gloves,15,1,11360,4,Huge Dragon Bone Lump,3,Scale Dust,3,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Rubedo Gloves,15,2,11360,5,Spectral Dragon Fang,3,Scale Dust,4,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Rubedo Gloves,15,3,11360,5,Azure Dragonscale,3,Scale Dust,5,Large-Grained Sand,3,Ancient Scale Dust,1,Lumina Lestalite,1,,
Supernal Hands,15,0,6600,2,Tomb Gravel,1,Grimoire Scrap,1,,,,,,,,
Supernal Hands,15,1,6600,2,Tomb Gravel,1,Silver Moss,1,,,,,,,,
Supernal Hands,15,2,6600,1,Stalactite Tip,1,,,,,,,,,,
Supernal Hands,15,3,6600,1,Stalactite Tip,1,,,,,,,,,,
Fulfillment,15,0,-1,0,,,,,,,,,,,,
Fulfillment,15,1,-1,0,,,,,,,,,,,,
Fulfillment,15,2,-1,0,,,,,,,,,,,,
Fulfillment,15,3,-1,0,,,,,,,,,,,,
Sacred Hood,13,0,1090,1,Blank Scroll,1,,,,,,,,,,
Sacred Hood,13,1,1090,1,Blank Scroll,1,,,,,,,,,,
Sacred Hood,13,2,1090,1,Bronze Ore,1,,,,,,,,,,
Sacred Hood,13,3,1090,1,Scroll of Sorcery,1,,,,,,,,,,
Spike Head,13,0,1200,1,Dry Bone,1,,,,,,,,,,
Spike Head,13,1,1200,1,Dry Bone,1,,,,,,,,,,
Spike Head,13,2,1200,1,Large Fang,1,,,,,,,,,,
Spike Head,13,3,1200,2,Orc Tusk,1,Copper Ore,1,,,,,,,,
Mentor's Cap,13,0,1360,1,Purple Anise,1,,,,,,,,,,
Mentor's Cap,13,1,1360,1,Copper Ore,1,,,,,,,,,,
Mentor's Cap,13,2,1360,1,Strong Animal Leather,1,,,,,,,,,,
Mentor's Cap,13,3,1360,2,Spinel,1,Clear Spring Water,1,,,,,,,,
Wyrm's Will,13,0,3680,2,Energy Liquid,2,White Shining Sand,3,,,,,,,,
Wyrm's Will,13,1,3680,3,Hidell Medal,1,Rugged Leather,1,White Shining Sand,2,,,,,,
Wyrm's Will,13,2,3680,3,Breya Medal,1,Dragonleather,1,Griffin Feather,1,,,,,,
Wyrm's Will,13,3,3680,3,Dowe Medal,1,Giant Eyeball,1,Lapis Lazuli,2,,,,,,
Prayer Hood,13,0,1760,1,Rotten Lump,1,,,,,,,,,,
Prayer Hood,13,1,1760,1,Yellow Thyme,1,,,,,,,,,,
Prayer Hood,13,2,1760,2,Beautiful Conch Shell,1,Yellow Thyme,1,,,,,,,,
Prayer Hood,13,3,1760,2,Leather Cloth,1,Marble,1,,,,,,,,
Bellwether Hood,13,0,2000,1,Hematite,1,,,,,,,,,,
Bellwether Hood,13,1,2000,1,Hematite,2,,,,,,,,,,
Bellwether Hood,13,2,2000,2,Red Sage,1,Red Chromium,1,,,,,,,,
Bellwether Hood,13,3,2000,2,Burial Shroud,1,Coconut-Scented Milkcap,1,,,,,,,,
Atonement Cap,13,0,2240,1,Hard Leather Cloth,1,,,,,,,,,,
Atonement Cap,13,1,2240,2,Strong Animal Leather,1,Monster Gallstone,1,,,,,,,,
Atonement Cap,13,2,2240,2,Strong Animal Leather,1,Red Sage,1,,,,,,,,
Atonement Cap,13,3,2240,2,Agate,1,Undead Extract,1,,,,,,,,
Archmage's Hat,13,0,2640,1,Crystal,1,,,,,,,,,,
Archmage's Hat,13,1,2640,2,Crystal,1,Silken Sand,1,,,,,,,,
Archmage's Hat,13,2,2640,2,Spun Yarn,1,Clear Spring Water,1,,,,,,,,
Archmage's Hat,13,3,2640,2,Spun Yarn,1,Ape Pelt,1,,,,,,,,
Crowned Hood,13,0,3040,1,Beast Fur,1,,,,,,,,,,
Crowned Hood,13,1,3040,2,Beast Fur,1,Ancient Grimoire,1,,,,,,,,
Crowned Hood,13,2,3040,2,Magick-Tinged Bone,3,Undead Extract,2,,,,,,,,
Crowned Hood,13,3,3040,3,Protective Cloth,1,Agate,1,Bluecurrant,1,,,,,,
Circlet of Wisdom,13,0,3360,1,Ogre Claw,1,,,,,,,,,,
Circlet of Wisdom,13,1,3360,2,Spirit Silver Ingot,1,Healing Drop,1,,,,,,,,
Circlet of Wisdom,13,2,3360,2,Silver Ingot,1,Beast's Mane,1,,,,,,,,
Circlet of Wisdom,13,3,3360,3,Demon Thread,1,Ent Leaf,1,Forest Chernozem,1,,,,,,
Halo of the New Moon,13,0,4000,2,Silver Ore,1,Sphinx Claw,1,,,,,,,,
Halo of the New Moon,13,1,4000,3,Cerussite,1,Beast's Mane,1,King Bay Leaf,1,,,,,,
Halo of the New Moon,13,2,4000,2,Giant Fur,1,Red Alloy Ingot,1,,,,,,,,
Halo of the New Moon,13,3,4000,3,Griffin Feather,1,Strong Thread,1,Mithril Ore,1,,,,,,
Cathedral Cap,13,0,4320,2,Protective Cloth,1,Sphinx Claw,1,,,,,,,,
Cathedral Cap,13,1,4320,3,Bloodstained Red Cloth,1,Beast's Mane,1,Ancient Grimoire,1,,,,,,
Cathedral Cap,13,2,4320,2,Griffin Beak,1,Deenan Hyssop,1,,,,,,,,
Cathedral Cap,13,3,4320,2,Golem Magickal Rock,1,Dragonleather,1,,,,,,,,
Adept's Hat,13,0,4640,2,Courtly Cloth,1,Sphinx Claw,1,,,,,,,,
Adept's Hat,13,1,4640,2,Thick Bone,1,Sandcrystal,1,,,,,,,,
Adept's Hat,13,2,4640,2,Pure White Mane,1,Blow-Resistant Cloth,1,,,,,,,,
Adept's Hat,13,3,4640,2,Corpse-Eater's Horn,1,Sinister Black Cloth,1,,,,,,,,
Faith Cap,13,0,8200,2,Gold-Stained Animal Fur,1,Phyton Liquid,1,,,,,,,,
Faith Cap,13,1,8200,2,Gold-Stained Animal Fur,1,Ball Moss,1,,,,,,,,
Faith Cap,13,2,8200,1,Slimy Hide,1,,,,,,,,,,
Faith Cap,13,3,8200,1,Slimy Hide,1,,,,,,,,,,
Circlet of Divine Sight,13,0,-1,0,,,,,,,,,,,,
Circlet of Divine Sight,13,1,-1,0,,,,,,,,,,,,
Circlet of Divine Sight,13,2,-1,0,,,,,,,,,,,,
Circlet of Divine Sight,13,3,-1,0,,,,,,,,,,,,
Peerless Shade,13,0,8800,4,Lindwurm Fin,5,Goat Horn,3,Scale Dust,2,Large-Grained Sand,1,,,,
Peerless Shade,13,1,8800,4,Griffin Beak,5,Giant Eyeball,3,Scale Dust,2,Large-Grained Sand,1,,,,
Peerless Shade,13,2,8800,5,Angules Horn,5,Thick Dragonscale,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,,
Peerless Shade,13,3,8800,5,Exquisite Metal Plate,1,練磨の装甲板,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,,
Diadem,13,0,-1,0,,,,,,,,,,,,
Diadem,13,1,-1,0,,,,,,,,,,,,
Diadem,13,2,-1,0,,,,,,,,,,,,
Diadem,13,3,-1,0,,,,,,,,,,,,
Ancient Cap,13,0,10720,2,Exquisite Metal Plate,1,Phantom Metal,1,,,,,,,,
Ancient Cap,13,1,-1,0,,,,,,,,,,,,
Ancient Cap,13,2,-1,0,,,,,,,,,,,,
Ancient Cap,13,3,-1,0,,,,,,,,,,,,
Old Edge Cap,13,0,10720,2,Bright Gold Feather,1,Mergan Cloth,1,,,,,,,,
Old Edge Cap,13,1,10720,3,Giant Single Pelt,1,Sand of Reminiscence,1,Scale Dust,1,,,,,,
Old Edge Cap,13,2,10720,5,Magick Lion's Large Mane,1,Nightmare's Vocal Cords,1,Scale Dust,2,Large-Grained Sand,1,Lumina Lestalite,1,,
Old Edge Cap,13,3,10720,6,Dragon Fang,1,Dragon Horn,1,Scale Dust,3,Large-Grained Sand,1,Ancient Scale Dust,1,Lumina Lestalite,1
Astonish Gear,13,0,5200,3,Beast Leather,1,Magickal Potion,1,Goblin's Flower,1,,,,,,
Astonish Gear,13,1,5200,2,Pure White Mane,1,Black Wood,1,,,,,,,,
Astonish Gear,13,2,5200,3,White Lion Pelt,1,Sinister Black Cloth,1,Orc's War Tusk,1,,,,,,
Astonish Gear,13,3,5200,3,Smooth Dragonleather,1,Cursed Cloth,1,Pigeon Blood,1,,,,,,
Apocalypse Crown,13,0,-1,0,,,,,,,,,,,,
Apocalypse Crown,13,1,-1,0,,,,,,,,,,,,
Apocalypse Crown,13,2,-1,0,,,,,,,,,,,,
Apocalypse Crown,13,3,-1,0,,,,,,,,,,,,
Amilec Hood,13,0,11360,3,Nightmare's Vocal Cords,2,Scale Dust,1,Lumina Lestalite,1,,,,,,
Amilec Hood,13,1,11360,4,Spectral Dragonscale,3,Scale Dust,2,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Amilec Hood,13,2,11360,5,Spectral Dragon Fang,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Amilec Hood,13,3,11360,5,Amber Dragonscale,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Rubedo Hat,13,0,11360,3,Nightmare's Vocal Cords,2,Scale Dust,1,Lumina Lestalite,1,,,,,,
Rubedo Hat,13,1,-1,4,Spectral Dragonscale,3,Scale Dust,2,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Rubedo Hat,13,2,11360,5,Spectral Dragon Claw,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Rubedo Hat,13,3,11360,5,Spectral Dragon Fang,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Arte Hood,13,0,11360,3,Spirit Crystal,2,Scale Dust,1,Lumina Lestalite,1,,,,,,
Arte Hood,13,1,11360,4,Huge Dragon Bone Lump,2,Scale Dust,2,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Arte Hood,13,2,11360,5,Spectral Dragon Claw,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Arte Hood,13,3,11360,5,Amber Dragonscale,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Skittish Hat,13,0,9440,2,Corpse-Eater's Horn,1,Sinister Black Cloth,1,,,,,,,,
Skittish Hat,13,1,9440,2,Sinister Horn,1,Gleipnir,1,,,,,,,,
Skittish Hat,13,2,9440,2,Alchemite,1,Safeguarding Satin,1,,,,,,,,
Skittish Hat,13,3,9440,3,Griffin Glossy Plume,1,Dark Metal,1,Wind Twine,1,,,,,,
Profound Lens,13,0,5800,2,Saltpetre Chunk,1,Rock Finger,1,,,,,,,,
Profound Lens,13,1,5800,2,Ice Cube Fragment,1,Saltpetre Chunk,1,,,,,,,,
Profound Lens,13,2,5800,1,Grimoire Scrap,1,,,,,,,,,,
Profound Lens,13,3,5800,1,Silver Moss,1,,,,,,,,,,
Sacred Robe,14,0,1360,1,Supple Fur,1,,,,,,,,,,
Sacred Robe,14,1,1360,1,Supple Fur,1,,,,,,,,,,
Sacred Robe,14,2,1360,1,Peridot,1,,,,,,,,,,
Sacred Robe,14,3,1360,1,Leather Cloth,1,,,,,,,,,,
Shaman's Robe,14,0,1500,1,Wild Herb,1,,,,,,,,,,
Shaman's Robe,14,1,1500,1,Wild Herb,1,,,,,,,,,,
Shaman's Robe,14,2,1500,1,Linen,1,,,,,,,,,,
Shaman's Robe,14,3,1500,2,Linen,1,Rotten Lump,1,,,,,,,,
Ocean Robe,14,0,1700,1,Apophyllite,1,,,,,,,,,,
Ocean Robe,14,1,1700,1,Apophyllite,1,,,,,,,,,,
Ocean Robe,14,2,1700,1,Ape Fur,1,,,,,,,,,,
Ocean Robe,14,3,1700,2,Ape Pelt,1,Angelica,1,,,,,,,,
Wyrm's Idea,14,0,4600,2,Scroll of Magickal Defense,2,Lava Rock,2,,,,,,,,
Wyrm's Idea,14,1,4600,3,Breya Medal,1,Dragon Hide,2,Giant Tough Pelt,1,,,,,,
Wyrm's Idea,14,2,4600,3,Mysree Medal,1,Red Alloy Ingot,1,Griffin Feather,1,,,,,,
Wyrm's Idea,14,3,4600,3,Dowe Medal,1,Dragonleather,1,Goat Horn,1,,,,,,
Sorcerer's Coat,14,0,1900,1,Strong Animal Leather,1,,,,,,,,,,
Sorcerer's Coat,14,1,1900,1,Strong Animal Leather,1,,,,,,,,,,
Sorcerer's Coat,14,2,1900,2,Large Fang,1,Large Beast-Steak,1,,,,,,,,
Sorcerer's Coat,14,3,1900,2,Scroll of Magickal Protection,1,Moonglow,1,,,,,,,,
Combat Robe,14,0,2200,1,Green Seed,1,,,,,,,,,,
Combat Robe,14,1,2200,1,Ape Pelt,1,,,,,,,,,,
Combat Robe,14,2,2200,2,Ape Pelt,1,Yellow Thyme,1,,,,,,,,
Combat Robe,14,3,2200,2,Combat Fabric,1,Mist Gem,1,,,,,,,,
Bellwether Robe,14,0,2500,1,Spun Yarn,1,,,,,,,,,,
Bellwether Robe,14,1,2500,1,Spun Yarn,1,,,,,,,,,,
Bellwether Robe,14,2,2500,2,Goblin's Leaf,1,Ape Fur,1,,,,,,,,
Bellwether Robe,14,3,2500,2,Leather Cloth,1,Rotten Lump,1,,,,,,,,
Elder's Robe,14,0,2800,1,Scroll of Sorcery,1,,,,,,,,,,
Elder's Robe,14,1,2800,2,Scroll of Sorcery,1,Spinel,1,,,,,,,,
Elder's Robe,14,2,2800,2,Harpy Pinion,1,Clear Spring Water,1,,,,,,,,
Elder's Robe,14,3,2800,2,Hard Leather Cloth,1,Moonglow,1,,,,,,,,
Senior's Coat,14,0,3300,1,Combat Fabric,1,,,,,,,,,,
Senior's Coat,14,1,3300,2,Combat Fabric,1,Scroll of Darkness,1,,,,,,,,
Senior's Coat,14,2,3300,2,Ancient Grimoire,1,Iron Thread,1,,,,,,,,
Senior's Coat,14,3,3300,2,Courtly Cloth,1,Agate,1,,,,,,,,
Wizard's Robe,14,0,3800,1,Beast Fur,1,,,,,,,,,,
Wizard's Robe,14,1,3800,2,Beast Fur,1,Harpy Pinion,1,,,,,,,,
Wizard's Robe,14,2,3800,2,Burial Shroud,1,Scroll of Great Sorcery,1,,,,,,,,
Wizard's Robe,14,3,3800,3,Burial Shroud,1,Sapphire,1,Ogre Fur,1,,,,,,
Precious Robe,14,0,4200,1,Griffin Feather,1,,,,,,,,,,
Precious Robe,14,1,4200,2,Beast Claw,1,Ancient Grimoire,1,,,,,,,,
Precious Robe,14,2,4200,2,Courtly Cloth,1,Glowworm,1,,,,,,,,
Precious Robe,14,3,4200,3,Dragon Hide,1,Ancient Grimoire,1,Ogre Claw,1,,,,,,
Tide Robe,14,0,5000,2,Combat Fabric,1,Golem Magickal Rock,1,,,,,,,,
Tide Robe,14,1,5000,3,Strong Lizardscale Pelt,1,Griffin Feather,1,White Shining Sand,1,,,,,,
Tide Robe,14,2,5000,2,Sphinx Azure Pinion,1,Protective Cloth,1,,,,,,,,
Tide Robe,14,3,5000,3,Beast's Mane,1,Scroll of Great Sorcery,1,Pearl Mushroom,1,,,,,,
Divine Robe,14,0,5400,2,Protective Cloth,1,Ent Seed,1,,,,,,,,
Divine Robe,14,1,5400,3,Dragon Hide,1,Ogre Fur,1,Strong Animal Leather,1,,,,,,
Divine Robe,14,2,5400,2,Giant Tough Pelt,1,Deenan Hyssop,1,,,,,,,,
Divine Robe,14,3,5400,2,Goat Horn,1,Protective Cloth,1,,,,,,,,
Adept's Robe,14,0,5800,2,Protective Cloth,1,Griffin Beak,1,,,,,,,,
Adept's Robe,14,1,5800,2,Magickal Potion,1,Black Wood,1,,,,,,,,
Adept's Robe,14,2,5800,2,Cockatrice Liquor,1,Blow-Resistant Cloth,1,,,,,,,,
Adept's Robe,14,3,5800,2,Bluish Gray Dragonscale,1,Cursed Cloth,1,,,,,,,,
Faith Robe,14,0,13500,2,Gold-Stained Animal Fur,1,Phyton Liquid,1,,,,,,,,
Faith Robe,14,1,13500,2,Gold-Stained Animal Fur,1,Ball Moss,1,,,,,,,,
Faith Robe,14,2,13500,1,Slimy Hide,1,,,,,,,,,,
Faith Robe,14,3,13500,1,Slimy Hide,1,,,,,,,,,,
Delusions Robe,14,0,-1,0,,,,,,,,,,,,
Delusions Robe,14,1,-1,0,,,,,,,,,,,,
Delusions Robe,14,2,-1,0,,,,,,,,,,,,
Delusions Robe,14,3,-1,0,,,,,,,,,,,,
Dieudo Robe,14,0,11000,4,Colossus Horn,5,Ambrosial Beast-Steak,3,Scale Dust,2,Large-Grained Sand,1,,,,
Dieudo Robe,14,1,11000,4,Rugged Leather,5,Goat Horn,3,Scale Dust,3,Large-Grained Sand,1,,,,
Dieudo Robe,14,2,11000,5,Behemoth Fang,5,White Lion Pelt,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,,
Dieudo Robe,14,3,11000,5,Bright Gold Feather,1,Alchemized Armor Plate,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,,
Witchcraft Robe,14,0,-1,0,,,,,,,,,,,,
Witchcraft Robe,14,1,-1,0,,,,,,,,,,,,
Witchcraft Robe,14,2,-1,0,,,,,,,,,,,,
Witchcraft Robe,14,3,-1,0,,,,,,,,,,,,
Ancient Robe,14,0,16000,2,Dirty Sheet Metal,1,Gold Thread,1,,,,,,,,
Ancient Robe,14,1,15160,3,Magick Lion's Large Mane,1,Cockatrice Gastrolith,1,Scale Dust,1,,,,,,
Ancient Robe,14,2,-1,0,,,,,,,,,,,,
Ancient Robe,14,3,-1,0,,,,,,,,,,,,
Old Age Coat,14,0,-1,0,,,,,,,,,,,,
Old Age Coat,14,1,-1,0,,,,,,,,,,,,
Old Age Coat,14,2,-1,0,,,,,,,,,,,,
Old Age Coat,14,3,-1,0,,,,,,,,,,,,
Astonish Robe,14,0,6500,3,Sinister Black Cloth,1,Magickal Potion,1,Beast Leather,1,,,,,,
Astonish Robe,14,1,6500,2,Cockatrice Liquor,1,Blessed Drop,1,,,,,,,,
Astonish Robe,14,2,6500,3,Corpse-Eater's Horn,1,Blow-Resistant Cloth,1,Pigeon Blood,1,,,,,,
Astonish Robe,14,3,6500,3,Smooth Dragonleather,1,Cursed Cloth,1,Emerald,1,,,,,,
Trench Robe,14,0,-1,0,,,,,,,,,,,,
Trench Robe,14,1,-1,0,,,,,,,,,,,,
Trench Robe,14,2,-1,0,,,,,,,,,,,,
Trench Robe,14,3,-1,0,,,,,,,,,,,,
Amilec Robe,14,0,16280,3,Dragon Horn,3,Scale Dust,1,Lumina Lestalite,1,,,,,,
Amilec Robe,14,1,16280,4,Spectral Dragonscale,3,Scale Dust,2,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Amilec Robe,14,2,16280,5,Spectral Dragon Claw,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Amilec Robe,14,3,16280,5,Azure Dragonscale,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Rubedo Coat,14,0,16280,3,Dragon Fang,4,Scale Dust,1,Lumina Lestalite,1,,,,,,
Rubedo Coat,14,1,16280,4,Huge Dragon Bone Lump,2,Scale Dust,2,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Rubedo Coat,14,2,16280,5,Spectral Dragon Claw,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Rubedo Coat,14,3,16280,5,Amber Dragonscale,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Arte Robe,14,0,16280,3,Spirit Crystal,3,Scale Dust,1,Lumina Lestalite,1,,,,,,
Arte Robe,14,1,16280,4,Spectral Dragonscale,3,Scale Dust,2,Large-Grained Sand,1,Lumina Lestalite,1,,,,
Arte Robe,14,2,16280,5,Spectral Dragon Claw,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Arte Robe,14,3,16280,5,Azure Dragonscale,3,Scale Dust,3,Large-Grained Sand,2,Ancient Scale Dust,1,Lumina Lestalite,1,,
Infinity Coat,14,0,12920,2,White Lion Pelt,1,Drómi,1,,,,,,,,
Infinity Coat,14,1,12920,2,Glossy Black Feather,1,Sacred Blessed Cloth,1,,,,,,,,
Infinity Coat,14,2,12920,2,Alchemite,1,Scroll of Bewitching,1,,,,,,,,
Infinity Coat,14,3,12920,3,Giant Single Pelt,1,Flame Crystal,1,Safeguarding Satin,1,,,,,,
Sacred Greaves,16,0,900,1,White Seashell,1,,,,,,,,,,
Sacred Greaves,16,1,900,1,Lead Ore,1,,,,,,,,,,
Sacred Greaves,16,2,900,1,Peridot,1,,,,,,,,,,
Sacred Greaves,16,3,900,1,Ape Pelt,1,,,,,,,,,,
Prayer Breeches,16,0,1350,1,Clear Spring Water,1,,,,,,,,,,
